entry_id,chap_id,"trans_english","trans_french","trans_russian","trans_spanish","trans_portugese","concept_eng"
160,3,"pasture","pâturage, pâture","пастбище, выгон","pradera, potrero","pasto, pastagem",NULL
150,3,"livestock","bétail","(домашний) скот","ganado","gado",NULL
130,3,"female (adj)","femelle","женский","femenino, hembra","feminino",NULL
120,3,"male (adj)","mâle","мужской","masculino, macho","masculino",NULL
110,3,"animal","animal, bête","животное","animal","animal, bicho",NULL
960,2,"they","eux, elles","они","ellos, ellas","eles, elas",NULL
950,2,"you (plural)","vous","вы","ustedes","vocês, vós",NULL
942,2,"we (exclusive)","nous","мы (эксл.)","nosotros/nosotras (exclusivo)","nós",NULL
941,2,"we (inclusive)","nous","мы (инкл.)","nosotros/nosotras (inclusivo)","nós",NULL
940,2,"we","nous","мы","nosotros/nosotras","nós",NULL
930,2,"he/she/it","il/elle/il","он/она/оно","él/ella/ello","ele/ela/ele (ou ela)",NULL
920,2,"you (singular)","tu, vous","ты, вы","tú, usted","tu, você",NULL
910,2,"I","je, moi","я","yo","eu",NULL
820,2,"family","famille","семья","familia","família",NULL
810,2,"relatives, kinsmen","parents","родственники","parientes, parentela","parentes",NULL
770,2,"widower","veuf","вдовец","viudo","viúvo",NULL
760,2,"widow","veuve","вдова","viuda","viúva",NULL
750,2,"orphan","orphelin/orpheline","сирота","huérfano/ huérfana","órfão/órfã",NULL
740,2,"stepdaughter","belle-fille","падчерица","hijastra","enteada",NULL
730,2,"stepson","beau-fils","пасынок","hijastro","enteado",NULL
720,2,"stepmother","belle-mère","мачеха","madrastra","madrasta",NULL
710,2,"stepfather","beau-père","отчим","padrastro","padrasto",NULL
641,2,"daughter-in-law (of a woman)","bru, belle-fille (d'une femme)","невестка","nuera (de mujer)","nora (de mulher)",NULL
640,2,"daughter-in-law (of a man)","bru, belle-fille (d'un homme)","сноха","nuera (de hombre)","nora (de homem)",NULL
631,2,"son-in-law (of a woman)","gendre (d'une femme)","зять (как называют женщины)","yerno (de mujer)","genro",NULL
630,2,"son-in-law (of a man)","gendre (d'un homme)","зять (как называют мужчины)","yerno (de hombre)","genro",NULL
621,2,"mother-in-law (of a woman)","belle-mère (d'une femme)","теща","suegra (de mujer)","sogra (de mulher)",NULL
620,2,"mother-in-law (of a man)","belle-mère (d'un homme)","свекровь","suegra (de hombre)","sogra (de homem)",NULL
611,2,"father-in-law (of a woman)","beau-père (d'une femme)","тесть","suegro (de mujer)","sogro (de mulher)",NULL
610,2,"father-in-law (of a man)","beau-père (d'un homme)","свекор","suegro (de hombre)","sogro (de homem)",NULL
570,2,"descendants","descendants","потомки","descendientes","descendentes",NULL
560,2,"ancestors","ancêtres, aïeux","предки","antepasados","antepassados, ancestrais",NULL
550,2,"cousin","cousin/cousine","двоюродный(ая) брат (сестра), кузен/кузина","primo/prima","primo/prima",NULL
540,2,"niece","nièce","племянница","sobrina","sobrinha",NULL
530,2,"nephew","neveu","племянник","sobrino","sobrinho",NULL
522,2,"father's sister","soeur du père","тетя, сестра отца","hermana del padre","irmã (do pai)",NULL
520,2,"aunt","tante","тетя","tía","tia",NULL
521,2,"mother's sister","soeur de la mère","тетя, сестра матери","hermana de la madre","irmã (da mãe)",NULL
512,2,"father's brother","frère du père","дядя, брат отца","hermano del padre","irmão (do pai)",NULL
511,2,"mother's brother","frère de la mère","дядя, брат матери","hermano de la madre","irmão (da mãe)",NULL
510,2,"uncle","oncle","дядя","tío","tio",NULL
480,2,"grandson","petit-fils","внук","nieto","neto",NULL
490,2,"granddaughter","petite-fille","внучка","nieta","neta",NULL
471,2,"old woman","vieille femme","старуха","mujer vieja","velha",NULL
470,2,"grandmother","grand-mère","бабушка","abuela","avó",NULL
461,2,"old man","vieillard","старик","hombre viejo","velho",NULL
460,2,"grandfather","grand-père","дедушка","abuelo","avô",NULL
458,2,"twins","jumeaux","близнецы","gemelos","gêmeos",NULL
456,2,"sibling","frère/soeur","брат/сестра","hermano/hermana","irmão, irmã",NULL
455,2,"younger sister","soeur cadette","младшая сестра","hermana menor","irmã mais nova",NULL
454,2,"older sister","soeur ainée","старшая сестра","hermana mayor","irmã mais velha",NULL
450,2,"sister","soeur","сестра","hermana","irmã",NULL
445,2,"younger brother","frère cadet","младший брат","hermano menor","irmão mais novo",NULL
444,2,"older brother","frêre aîné","старший брат","hermano mayor","irmão mais velho",NULL
440,2,"brother","frère","брат","hermano","irmão",NULL
430,2,"offspring (son or daughter)","enfant","дети, потомство","hijo, hija","filhos, prole",NULL
420,2,"daughter","fille","дочь","hija","filha",NULL
410,2,"son","fils","сын","hijo","filho",NULL
390,2,"married woman","femme mariée","замужняя","mujer casada","casada",NULL
380,2,"married man","homme marié","женатый","hombre casado","casado",NULL
370,2,"parents","parents","родители","padres","pais",NULL
360,2,"mother","mère","мать","madre","mãe",NULL
350,2,"father","père","отец","padre","pai",NULL
341,2,"divorce","divorce","развод","divorcio","divórcio",NULL
340,2,"marriage, wedding","mariage, noces","свадьба, брак","casamiento, boda","matrimônio, casamento",NULL
330,2,"marry","se marier, épouser","жениться, выйти замуж","casarse","casar",NULL
320,2,"wife","femme, épouse","жена","esposa","esposa, mulher",NULL
310,2,"husband","mari, époux","муж","marido, esposo","marido",NULL
280,2,"infant, baby","enfant, bébé","младенец","niño, bebé, nene","bebê, nenê",NULL
270,2,"child","enfant","ребенок","niño","criança, menino",NULL
261,2,"young woman (adolescent)","jeune fille","девушка","la joven","jovem, moça",NULL
260,2,"girl","fille","девочка","muchacha","menina, garota",NULL
251,2,"young man (adolescent)","jeune homme","юноша, молодой человек","el joven","jovem, rapaz",NULL
250,2,"boy","garçon","мальчик","muchacho","menino, garoto",NULL
240,2,"female","femelle","самка","hembra","fêmea",NULL
230,2,"male","mâle","самец","varón, macho","macho",NULL
220,2,"woman","femme","женщина","mujer","mulher",NULL
210,2,"man (vs. woman)","homme","мужчина","hombre","homem",NULL
100,2,"person, human being","personne, être humain","человек, личность","persona","pessoa, ser humano",NULL
890,1,"charcoal","charbon de bois","(древесный) уголь","carbón","carvão",NULL
880,1,"firewood","bois de chauffage, bûches","дрова","leña","lenha",NULL
870,1,"match (noun)","allumette","спичка","fósforo, cerilla","fósforo",NULL
861,1,"extinguish","éteindre","гасить, тушить","apagar","extinguir",NULL
860,1,"light, kindle, ignite","allumer, enflammer","зажигать, воспламенять","encender","acender, atear",NULL
852,1,"burn (vb intrans)","brûler","гореть","arder","queimar, arder",NULL
851,1,"burn (vb trans)","brûler, se brûler","жечь","quemar, quemarse","queimar, incendiar",NULL
841,1,"embers","braise","раскаленные угли","brasas","brasas",NULL
840,1,"ashes","cendres","пепел","cenizas","cinzas",NULL
830,1,"smoke (noun)","fumée","дым","humo","fumaça",NULL
820,1,"flame (noun)","flamme","пламя","llama","chama",NULL
810,1,"fire","feu","огонь","fuego","fogo",NULL
780,1,"weather","temps","погода","tiempo","tempo",NULL
770,1,"ice","glace, verglas","лед, гололед","hielo","gelo",NULL
760,1,"snow (noun)","neige","снег","nieve","neve",NULL
750,1,"rain (noun)","pluie","дождь","lluvia","chuva",NULL
740,1,"fog","brume, brouillard","туман","neblina, niebla","nevoeiro, névoa",NULL
720,1,"wind","vent","ветер","viento","vento",NULL
730,1,"cloud","nuage","облако, туча","nube","nuvem",NULL
710,1,"air","air","воздух","aire","ar",NULL
640,1,"dew","rosée","роса","rocío","orvalho",NULL
630,1,"shade, shadow","ombre","тень","sombra","sombra",NULL
620,1,"darkness","obscurité, ténèbres","темнота, тьма, мрак","oscuridad, tinieblas","escuridão",NULL
610,1,"light (noun)","lumière","свет","luz","luz",NULL
590,1,"rainbow","arc-en-ciel","радуга","arco iris","arco-íris",NULL
580,1,"storm","orage, tempête","буря, шторм","tempestad, tormenta","tempestade",NULL
560,1,"thunder","tonnerre","гром","trueno","trovão",NULL
570,1,"lightning (as striking)","foudre","удар молнии","rayo","raio",NULL
550,1,"lightning","éclair","молния","relámpago","relâmpago",NULL
540,1,"star","étoile","звезда","estrella","estrela",NULL
530,1,"moon","lune","луна","luna","lua",NULL
520,1,"sun","soleil","солнце","sol","sol",NULL
510,1,"sky","ciel","небо","cielo","céu",NULL
450,1,"earthquake","tremblement de terre, séisme","землетрясение","terremoto","terremoto",NULL
440,1,"stone, rock","pierre, roc, rocher","камень, скала","piedra, roca","pedra, calhau, rocha",NULL
430,1,"wood","bois","дерево (материал), древесина","madera","madeira",NULL
420,1,"tree (cf 08.600)","arbre","дерево","árbol","árvore",NULL
410,1,"woods, forest","bois, forêt","лес","selva","bosque, floresta",NULL
390,1,"waterfall","chute d'eau, cascade","водопад","cascada","cachoeira, cascata",NULL
380,1,"swamp","marais, marécage","болото","pantano","pântano, pantanal",NULL
370,1,"spring, well","source, puits","родник, источник, колодец","manantial, pozo","nascente, poço",NULL
362,1,"whirlpool","tourbillon (d'eau)","водоворот","remolino","remoinho, redemoinho",NULL
360,1,"river, stream, brook","fleuve, rivière, ruisseau","река, поток, ручей","río, corriente, arroyo","rio, riacho, córrego",NULL
354,1,"hightide","marée haute","прилив","pleamar","maré alta, preamar, praiamar",NULL
353,1,"lowtide","marée basse","отлив","bajamar","maré baixa, maré vazia",NULL
352,1,"tide","marée","морской прилив и отлив","marea","maré",NULL
350,1,"wave","vague","волна","ola","onda",NULL
343,1,"headland, point","promontoire, pointe","мыс","punta","cabo, promontório",NULL
342,1,"reef","récif","риф","arrecife","recife",NULL
341,1,"lagoon","lagune","лагуна","laguna","laguna",NULL
340,1,"gulf, bay","golfe, baie","залив, бухта","golfo, bahía","baía",NULL
330,1,"lake","lac","озеро","lago","lago",NULL
329,1,"ocean","océan","океан","océano","oceano",NULL
324,1,"foam","écume, mousse","пена","espuma","espuma",NULL
323,1,"rough (of sea)","trouble, agité (mer)","бурный (о море)","agitado (mar), borrascoso","tempestuoso",NULL
320,1,"sea","mer","море","mar","mar",NULL
322,1,"calm (of sea)","étale","спокойный (о море)","calma","calma, calmaria",NULL
310,1,"water","eau","вода","agua","água",NULL
280,1,"cave","grotte","пещера","cueva","caverna, gruta",NULL
270,1,"shore","rivage, côte, littoral","берег, побережье","ribera, playa, costa","margem, costa, praia",NULL
260,1,"mainland","continent","континент","continente","terra firme",NULL
250,1,"island","île","остров","isla","ilha",NULL
240,1,"valley","vallée","долина","valle","vale",NULL
230,1,"plain, field","plaine, campagne","равнина, поле","pampa, llanura, campo","campo, planície, savannah",NULL
222,1,"cliff, precipice","falaise, escarpement","скала, утес, обрыв","acantilado, barranca","penhasco, precipício",NULL
220,1,"mountain, hill","montagne, colline","гора, холм","montaña, loma","montanha, morro",NULL
214,1,"mud","boue","грязь","lodo","lama, lodo",NULL
215,1,"sand","sable","песок","arena","areia",NULL
213,1,"dust","poussière","пыль","polvo","pó",NULL
212,1,"earth=ground, soil","terre, sol","земля, почва","suelo","solo, chão",NULL
210,1,"earth, land","terre","земля, страна","tierra","terreno",NULL
100,1,"world","monde","мир, вселенная","mundo","mundo",NULL
330,14,"sometimes","quelquefois","иногда","a veces","às vezes",NULL
331,14,"soon","bientôt","скоро","pronto","em breve",NULL
332,14,"long-time (for a)","longtemps","долгосрочный","por mucho tiempo","por muito tempo",NULL
340,14,"never","jamais","никогда","nunca, jamás","nunca, jamais",NULL
350,14,"again","encore","опять, снова","otra vez","outra vez, de novo",NULL
410,14,"day","jour","день","día","dia",NULL
420,14,"night","nuit","ночь","noche","noite",NULL
430,14,"dawn","aube","рассвет","madrugada","alvorada, amanhecer",NULL
440,14,"morning","matin, matinée","утро","mañana","manhã",NULL
450,14,"noon, midday","midi","полдень","mediodía","meio dia",NULL
451,14,"afternoon","après-midi","после полудня","tarde","tarde",NULL
460,14,"evening","soir, soirée","вечер","vísperas, noche","noite, tardinha",NULL
470,14,"today","aujourd'hui","сегодня","hoy","hoje",NULL
480,14,"tomorrow","demain","завтра","mañana","amanhã",NULL
481,14,"day-after-tomorrow","après-demain","послезавтра","pasado mañana","depois de amanhã",NULL
490,14,"yesterday","hier","вчера","ayer","ontem",NULL
491,14,"day-before-yesterday","avant-hier","позавчера","anteayer","anteontem",NULL
510,14,"hour","heure","час","hora","hora",NULL
530,14,"clock, timepiece","pendule, horloge, montre","часы","reloj","relógio",NULL
610,14,"week","semaine","неделя","semana","semana",NULL
620,14,"Sunday","dimanche","воскресенье","domingo","domingo",NULL
630,14,"Monday","lundi","понедельник","lunes","segunda-feira",NULL
640,14,"Tuesday","mardi","вторник","martes","terça-feira",NULL
650,14,"Wednesday","mercredi","среда","miércoles","quarta-feira",NULL
660,14,"Thursday","jeudi","четверг","jueves","quinta-feira",NULL
670,14,"Friday","vendredi","пятница","viernes","sexta-feira",NULL
680,14,"Saturday","samedi","суббота","sábado","sábado",NULL
710,14,"month","mois","месяц","mes","mês",NULL
730,14,"year","année","год","año","ano",NULL
740,14,"winter","hiver","зима","invierno","inverno",NULL
750,14,"spring","printemps","весна","primavera","primavera",NULL
760,14,"summer","été","лето","verano","verão",NULL
770,14,"autumn","automne","осень","otoño","outono",NULL
780,14,"season","saison","время года","estación","estação",NULL
210,15,"smell (vb intrans)","sentir","пахнуть","oler, olfatear","cheirar",NULL
212,15,"sniff","renifler, flairer","сопеть, нюхать","husmear","fungar, farejar",NULL
220,15,"smell (vb trans)","sentir, odeur","нюхать","oler, olfatear","cheirar",NULL
250,15,"fragrant, good smelling","odorant, parfumé","аромат, приятный запах","fragante, bien oliente","cheiroso, fragante",NULL
260,15,"stinking, bad smelling","puant, qui sent mauvais","вонь","hediondo","fedorento, mal cheiroso",NULL
310,15,"taste","sentir (le goût de), goûter","вкус","gustar, saborear","sabor, gosto",NULL
350,15,"sweet","sucré, doux","сладкий","dulce","doce",NULL
360,15,"salty","salé","соленый","salado","salgado",NULL
370,15,"bitter","amer, âpre","горький","amargo","amargo",NULL
380,15,"acid, sour","âpre, acide, aigre","кислый","ácido, agrio","ácido, azedo",NULL
390,15,"brackish","saumâtre","солоноватый","salobre","salobre",NULL
410,15,"hear","entendre","слышать","oír","ouvir",NULL
420,15,"listen","écouter","слушать","escuchar","escutar",NULL
440,15,"sound, noise","son, bruit","звук, шум","ruido, sonido","ruído, barulho",NULL
450,15,"loud","fort, sonore, bruyant, retentissant","громкий","alta (voz), ruidoso","ruidoso, barulhento",NULL
460,15,"quiet, silence","tranquillité, silence","спокойный, тихий","silencio, tranquilo","quieto",NULL
510,15,"see","voir","видеть","ver","ver",NULL
520,15,"look, look at","regarder","смотреть (на)","mirar, contemplar","olhar para, fitar",NULL
550,15,"show","montrer","показывать","mostrar, señalar","mostrar",NULL
560,15,"shine","briller","светить","brillar","brilhar",NULL
570,15,"bright","brillant, gai, vif","яркий","brillante, resplandor","claro, brilhante",NULL
610,15,"color","couleur","цвет","color","cor",NULL
620,15,"light (in color)","clair","светлый","claro","claro",NULL
630,15,"dark (in color)","foncé","темный","oscuro","escuro",NULL
640,15,"white","blanc","белый","blanco","branco",NULL
650,15,"black","noir","черный","negro","preto, negro",NULL
660,15,"red","rouge","красный","rojo","vermelho",NULL
670,15,"blue","bleu","голубой","azul","azul",NULL
680,15,"green","vert","зеленый","verde","verde",NULL
690,15,"yellow","jaune","желтый","amarillo","amarelo",NULL
710,15,"touch","toucher","трогать","tocar","tocar",NULL
712,15,"pinch","pincer","щипать, жать","pellizcar","beliscar",NULL
720,15,"feel","sentir","чувствовать","sentir","sentir",NULL
740,15,"hard","dur","жесткий","duro","duro",NULL
750,15,"soft","doux","мягкий","suave","macio, mole",NULL
760,15,"rough","rugueux, rude","грубый","áspero","áspero",NULL
770,15,"smooth","lisse","гладкий","suave, liso","liso, macio",NULL
780,15,"sharp","tranchant, aiguisé","острый","afilado, aguzado, filoso","agudo, afiado",NULL
790,15,"blunt, dull","émoussé","тупой","romo, embotado","embotado, rombudo",NULL
810,15,"heavy","lourd","тяжелый","pesado","pesado",NULL
820,15,"light (in weight)","léger","легкий","liviano, ligero","leve",NULL
830,15,"wet, damp","humide","мокрый","mojado","molhado, úmido",NULL
840,15,"dry","sec","сухой","seco","seco",NULL
850,15,"hot","chaud","горячий","caliente","quente",NULL
851,15,"warm","tiède, chaud, assez chaud","теплый","tibio, cálido","quente, cálido",NULL
860,15,"cold","froid","холодный","frío","frio",NULL
870,15,"clean","propre","чистый","limpio","limpo",NULL
880,15,"dirty, soiled","sale, crasseux","грязный","sucio","sujo",NULL
890,15,"wrinkled","ridé","мятый, сморщенный","arrugado","enrugado",NULL
110,16,"soul, spirit","âme, esprit","душа, дух","alma","alma, espírito",NULL
150,16,"surprised, astonished","étonné, surpris","удивленный","sorprendido, estupefacto","surpreso, espantado",NULL
180,16,"good fortune, luck","chance, bonheur","удача","buena suerte","boa sorte",NULL
190,16,"misfortune, bad luck","malheur, malchance, infortune","неудача","mala suerte","infortúnio, má sorte, azar",NULL
230,16,"joyful, glad, happy","joyeux, heureux","счастливый, радостный","alegre, contento","feliz, contente, alegre",NULL
250,16,"laugh","rire","смеяться","reír","rir",NULL
251,16,"smile","sourire","улыбаться","sonreír","sorrir",NULL
260,16,"play","jouer","играть","jugar","jogar, brincar",NULL
270,16,"love","aimer, amour","любить","querer","amar",NULL
290,16,"kiss","baiser, embrasser","целовать","besar","beijar",NULL
300,16,"embrace","embrasser, étreindre","обнимать","abrazar","abraçar",NULL
310,16,"pain","douleur","боль","dolor","dor",NULL
320,16,"grief, sorrow, sadness","douleur, peine, chagrin","печаль, скорбь","tristeza, dolor, pena","tristeza, dor",NULL
330,16,"anxiety, worry","anxiété","тревога","ansiedad, angustia","ansiedade, preocupação",NULL
340,16,"regret, be sorry","regretter","сожалеть","lamentar, sentir","ter pena",NULL
350,16,"pity","pitié, compassion","жалость","compasión, lástima","pena, compaixão",NULL
370,16,"cry, weep","pleurer","плакать, всхлипывать","llorar","chorar",NULL
380,16,"tear (noun)","larme","слеза","lágrima","lágrima",NULL
390,16,"groan","grogner","стонать","gemir","gemer",NULL
410,16,"hate","haïr","ненавидеть","odiar","odiar",NULL
420,16,"anger","colère","гнев, злость","enojo","raiva, ira",NULL
440,16,"envy, jealousy","envie, jalousie","зависть, ревность","envidia, celos","inveja, ciúme",NULL
450,16,"shame (noun)","honte","стыд","vergüenza","vergonha",NULL
480,16,"proud","fier","гордый","orgulloso","orgulhoso",NULL
510,16,"dare","oser","смельчак","osar, atreverse","ousar",NULL
520,16,"brave","courageux","смелый","valiente","corajoso, bravo",NULL
530,16,"fear, fright","peur, crainte","страх","miedo","medo, susto",NULL
540,16,"danger","danger","опасность","peligro","perigo",NULL
620,16,"desire, want","vouloir, désirer","желание","anhelar, desear","desejo",NULL
622,16,"choose","choisir","выбирать","escoger, elegir","escolher",NULL
630,16,"hope","espoir","надеяться","esperanza","esperança",NULL
650,16,"faithful","fidèle","преданный, верный","fiel","leal",NULL
660,16,"true","vrai","настоящий","verdadero","verdadeiro",NULL
670,16,"lie, tell lies","mentir","лгать","mentir","mentir",NULL
680,16,"deceit","tromperie","обманывать","engaño","engano",NULL
690,16,"forgive","pardonner","прощать","perdonar","perdoar",NULL
710,16,"good","bon","хороший","bueno","bom",NULL
720,16,"bad","mauvais","плохой","malo","mau",NULL
730,16,"right, correct","juste, correct","правильный","correcto","correto",NULL
740,16,"wrong","incorrect","неправильный","incorrecto, falso","errado",NULL
760,16,"fault","faute","проступок","culpa","falta, culpa",NULL
770,16,"mistake, error","erreur, faute","ошибка","equivocación, error","erro",NULL
780,16,"blame","blâme","обвинять","culpa, censura","culpa",NULL
790,16,"praise","louange, éloge","хвалить","exaltar, alabar","elogiar",NULL
810,16,"beautiful","beau, joli","красивый","hermoso, bonito","bonito, belo",NULL
820,16,"ugly","laid","уродливый","feo","feio",NULL
830,16,"greedy","avide, glouton, gourmand","жадный","codicioso, voraz","cobiçoso, ávido",NULL
840,16,"clever","intelligent, habile","умный","hábil, capaz","esperto, hábil",NULL
110,17,"mind","pensée, avis","разум","mente, pensamiento","mente",NULL
130,17,"think (= reflect)","penser","думать, размышлять","pensar","pensar",NULL
140,17,"think (= be of the opinion)","croire","думать, считать","creer, suponer","achar, acreditar",NULL
150,17,"believe","croire","верить","creer","crer",NULL
160,17,"understand","comprendre","понимать","entender","compreender",NULL
170,17,"know","savoir","знать","saber","saber",NULL
171,17,"guess","deviner","полагать","adivinar, acertar","adivinhar, conjeturar",NULL
172,17,"imitate","imiter","имитировать","imitar","imitar",NULL
180,17,"seem","sembler","казаться","parecer","parecer",NULL
190,17,"idea, notion","idée","идея, понятие","idea, concepto","idéia",NULL
210,17,"wise","sage, savant, érudit","мудрый","sabio","sábio",NULL
220,17,"foolish, stupid","bête, stupide","глупый","necio, estúpido","tolo",NULL
230,17,"insane, crazy","fou, insensé, idiot","безумный","loco, insano","louco, maluco",NULL
240,17,"learn","apprendre","узнавать, учить(ся)","aprender","aprender",NULL
242,17,"study","étudier","учить, изучать","estudiar","estudar",NULL
250,17,"teach","enseigner","учить","enseñar","ensinar",NULL
260,17,"pupil","élève","ученик","alumno","aluno",NULL
270,17,"teacher","professeur","учитель","profesor, maestro","professor",NULL
280,17,"school","école","школа","escuela, colegio","escola",NULL
310,17,"remember","se souvenir","помнить","recordar, acordarse","lembrar-se",NULL
320,17,"forget","oublier","забывать","olvidar","esquecer-se",NULL
340,17,"clear, plain","évident, simple, clair","ясный","claro","claro, evidente",NULL
350,17,"obscure","obscur","непонятный","obscuro","obscuro",NULL
360,17,"secret","secret","секрет","secreto","segredo",NULL
370,17,"sure, certain","sûr, certain","уверенный","seguro","seguro, certo",NULL
380,17,"explain","expliquer","объснять","explicar","explicar",NULL
410,17,"intention, purpose","but","намерение, цель","propósito","intenção",NULL
420,17,"cause","causer, provoquer","причина","causar","causa",NULL
430,17,"doubt","douter","сомнение","dudar","duvidar",NULL
440,17,"suspect","soupçonner","подозревать","sospechar","suspeitar",NULL
441,17,"betray","trahir","предавать","traicionar","trair",NULL
450,17,"need, necessity","besoin, nécessité","необходимость","necesidad","precisar, necessidade",NULL
460,17,"easy","facile","легкий","fácil","fácil",NULL
470,17,"difficult","difficile","трудный","difícil","difícil",NULL
480,17,"try, attempt","essayer, tenter","попытка","tratar, probar","tentar, provar",NULL
490,17,"way, manner","façon, manière","способ","modo, manera","maneira",NULL
510,17,"and","et","и","y","e",NULL
520,17,"because","parce que","потому что","porque","porque",NULL
530,17,"if","si","если","si","se",NULL
540,17,"or","ou","или","o","ou",NULL
550,17,"yes, affirmative","oui, affirmatif","да","sí, afirmativo","sim, afirmativo",NULL
560,17,"no, negative","non, négatif","нет","no, negativo","não, negativo",NULL
610,17,"how?","comment?","как?","¿cómo?","como?",NULL
620,17,"how many?","combien?","сколько (счётные)?","¿cuántos?","quantos?",NULL
630,17,"how much?","combien?","сколько (несчётные)?","¿cuánto?","quanto?",NULL
640,17,"what?","quoi?","что?","¿qué?","que?",NULL
650,17,"when?","quand?","когда?","¿cuándo?","quando?",NULL
660,17,"where?","oú?","где? откуда?","¿dónde?","onde?",NULL
670,17,"which?","quel? lequel?","какой?","¿cuál?","qual?",NULL
680,17,"who?","qui?","кто?","¿quién?","quem?",NULL
690,17,"why?","pourquoi?","почему?","¿por qué?","por quê?",NULL
110,18,"voice","voix","голос","voz","voz",NULL
120,18,"sing","chanter","петь","cantar","cantar",NULL
130,18,"shout, cry out","crier, écrier","кричать","gritar","gritar",NULL
150,18,"whisper","chuchoter","шептать","cuchichear","cochichar",NULL
160,18,"mumble","marmonner, bredouiller","бормотать","barbotar, hablar entre dientes","murmurar",NULL
170,18,"whistle","siffler","свистеть","silbar, chiflar","assobiar",NULL
180,18,"shriek, screech","hurler","визжать","chillar","guinchar",NULL
190,18,"howl","ululer","выть","aullar","uivar",NULL
210,18,"speak, talk","parler","говорить, разговаривать","hablar","falar",NULL
211,18,"stutter, stammer","bégayer, balbutier","заикаться, запинаться","tartamudear, balbucear","gaguejar",NULL
220,18,"say","dire","сказать","decir","dizer",NULL
221,18,"tell story","raconter, narrer","рассказывать историю","narrar, contar","contar, relatar",NULL
222,18,"speech (make a)","discours (faire une)","речь (сделать)","pronunciar un discurso","discursar",NULL
230,18,"silent (be)","(rester) silencieux","молчать","callarse","ficar em silêncio",NULL
240,18,"language","langue, langage","язык","lengua, idioma","língua",NULL
260,18,"word","mot, parole","слово","palabra","palavra",NULL
280,18,"name","nom","название, имя","nombre","nome",NULL
310,18,"ask (question, inquire)","poser une question, demander","спрашивать","preguntar","perguntar",NULL
320,18,"answer","répondre","отвечать","contestar","responder",NULL
330,18,"admit, confess","admettre, avouer","признавать(ся)","admitir, confesar, reconocer","admitir, confessar",NULL
340,18,"deny","nier","отрицать","negar","negar",NULL
350,18,"ask, request","demander","просить","pedir","pedir",NULL
360,18,"promise","promettre","обещать","prometer","prometer",NULL
370,18,"refuse","refuser","отказывать","rehusar","recusar",NULL
380,18,"forbid","interdire","запрещать","prohibir","proibir",NULL
390,18,"rebuke, scold","réprimander, gronder, blâmer","ругать","reprender","repreender",NULL
410,18,"call (=summon)","appeler, héler","звать, вызывать","llamar","chamar",NULL
420,18,"call (=name)","s'appeler","называть (по имени)","llamarse","nomear, chamar-se",NULL
430,18,"announce","annoncer, proclamer","объявлять","anunciar, avisar","anunciar",NULL
440,18,"threaten","menacer","угрожать","amenazar","ameaçar",NULL
450,18,"boast","se vanter","хвастаться","jactarse","jactar-se, gabar-se",NULL
510,18,"write","écrire","писать","escribir","escrever",NULL
520,18,"read","lire","читать","leer","ler",NULL
560,18,"paper","papier","бумага","papel","papel",NULL
570,18,"pen","plume","ручка","pluma","caneta",NULL
610,18,"book","livre","книга","libro","livro",NULL
670,18,"poet","poète","поэт","poeta","poeta",NULL
710,18,"flute","flûte","флейта","flauta","flauta",NULL
720,18,"drum","tambour","барабан","bombo, tambor","tambor",NULL
730,18,"horn, trumpet","cor, trompette","труба","trompeta, trompa","corneta, trombeta",NULL
740,18,"rattle","hochet","погремушка","matraca, cascabel","guizo, matraca",NULL
110,19,"country","pays","страна","país","país",NULL
120,19,"one's native country","patrie","родная страна","patria","pátria",NULL
150,19,"city, town","cité, ville","город","ciudad","cidade",NULL
160,19,"village","village","деревня","pueblo","aldeia",NULL
170,19,"boundary","frontière, limite","граница","límite, frontera","fronteira",NULL
210,19,"people (populace)","gens","народ","pueblo, gente","povo",NULL
230,19,"tribe, clan","tribu, clan","племя","tribu, clan","tribo, clã",NULL
240,19,"chief, chieftain","chef","вождь","jefe, cacique","chefe, cacique",NULL
250,19,"staff, walking stick","canne","посох","bastón, bordón","bastão, bengala",NULL
310,19,"rule, govern","régner, gouverner","править","gobernar","governar",NULL
320,19,"king, ruler","roi","король, правитель","rey, gobernante","rei, governante",NULL
330,19,"queen","reine","королева","reina","rainha",NULL
360,19,"noble, nobleman","noble","благородный","noble","nobre",NULL
370,19,"citizen, subject","citoyen, sujet","гражданин","ciudadano, súbdito","cidadão, súdito",NULL
410,19,"master","maître","господин, хозяин","amo, dueño","senhor, patrão, dono",NULL
420,19,"slave","esclave","раб","esclavo","escravo",NULL
430,19,"servant","domestique, serviteur","слуга","sirviente","criado, servo",NULL
440,19,"freeman","homme libre","свободный человек","hombre libre","homem livre",NULL
450,19,"command, order","commander, ordonner","приказывать","mandar","mandar, dar ordem",NULL
460,19,"obey","obéir","повиноваться","obedecer","obedecer",NULL
470,19,"let, permit","permettre","разрешать","permitir, dejar","deixar, permitir",NULL
510,19,"friend, companion","ami, compagnon","друг","amigo, compañero","amigo, companheiro",NULL
520,19,"enemy","ennemi","враг","enemigo","inimigo",NULL
540,19,"neighbor","voisin","сосед","vecino","vizinho",NULL
550,19,"stranger","étranger","незнакомец","extranjero, forastero","estranho, forasteiro",NULL
560,19,"guest","invité","гость","huésped","convidado, hóspede",NULL
570,19,"host","hôte","хозяин","huésped, hospedero","hospedeiro, anfitrião",NULL
